id,addr:city,cuisine,name,opening_hours,website,internet_access,phone,email,smoking,lon,lat
4267161773,,,Restaurant Emporium,Mo-Th 08:00-24:00, Fr-Sa 08:00-01:00,,,,,20.9894268,42.0041795
4267660935,,steak_house,Fontana Grill,Mo-Su 08:00-24:00,,,+389 70 664 471,,,20.989468,42.0042478
4270352289,,burger;sandwich;regional;international;grill;coffee_shop;pasta;balkan;pancake;pizza;fish_and_chips;diner;chicken;italian_pizza;fish;seafood;mediterranean;italian;fine_dining,Restoran Prado,Mo-Th 08:00-24:00; Fr-Sa 08:00-01:00; Su 10:00-24:00,https://m.facebook.com/prado.kumanovo/,wlan,+389 31 430 100,,,21.7206493,42.1320465
4275843195,,,Лавче,,,,,,,21.4160063,41.9969599
4283863605,,,Ресторан Антико,,,,,,,20.7972577,41.1124024
4292369647,,chicken;kebab;grill;local;balkan,Kaj Dzek,,,wlan,,,,21.6186125,41.9371686
4302211290,,fish,Бабе,,,,,,,21.4002154,42.0030463
4315772629,,,Vavilon,,,,,,,21.34668,41.0130595
4318054807,,fish,Elita,,,,,,,22.6366903,41.231591
4318400296,,,Златна вилушка,,,,,,,21.4655483,41.9915744
4327921318,,thai,Thong Thai,Sa-Su 10:00-01:00,,,+389 71 661 234,,outside,21.3986642,42.0034137
4346542839,,,"Lounge Bar & Restaurant ""Square 21""",,,wlan,,,,21.4301208,41.9927317
4347356991,,balkan,Чардак,,http://www.cardak.mk,wlan,+389 78 465 474,info@cardak.mk,,22.8581787,41.7058839
4355675606,,,Ресторан Златник,,,,,,,21.4826074,41.9788465
4356193798,,,Кебапчилница Тасе,,,,,,,22.1966748,41.7388546
4360780391,,regional,Домашна Кујна Прециз,,https://www.facebook.com/DomasnakujnaPreciz-109208438394027/,,,,,22.1926047,41.7369559
4360781689,,,Рома,,,,,,,22.1922397,41.7382087
4375878893,,,11,,,wlan,,,,20.9746292,42.0073877
4376827005,,,Бане 2,,,,,,,20.804929,41.0035617
4380494182,Прилеп,barbeque,Скара Стојче,,,,+389 48 419 100,,,21.552257,41.3431784
4405634704,,,Ресторан Мал Одмор,,,,,,,20.7573957,41.7018616
4406532855,,local,Вила Веранда,,,,,,outside,21.3679919,41.9953546
4407370494,,,еквестријан,,,wlan,,,,21.4520843,41.9883207
4408677899,,,Кај Тетка Вики,,,,,,,20.756666,41.7014251
4422047259,,,Етно Куќа,,,,,,,21.0067043,41.1085785
4429141992,,,Brioni 2008,,,,,,,20.7986796,41.1168867
4429142391,,,Exclusive Art Cuisine,,,,,,,20.7985841,41.1169309
4430465598,Tetovo,,КУБИКС - Студио за Анимација,24/7,http://www.kub-x.com/,no,,,,20.971466,42.008963
4436518191,,,Kaj Serdarot,,,,,,,21.4362461,41.9996618
4436534289,,,Destan,,,,,,,21.436081,41.9996701
4436534489,,,Австриска палта,,,,,,,21.4355402,41.9994953
4448736389,,,Чамовски,,,,,,,22.6433683,41.4433529
4457471314,,,Royal Food Zlate,,,,,,,21.5888229,41.9864102
4459578969,Cкoпje,international,Амика,,,,,,,21.4355402,41.9949989
4471884330,,international;italian;fish,Four,,,wlan,,,outside,21.427293,42.0059792
4481662566,,italian,Дион,,,,,,,21.4335119,41.995703
4489456010,Mavrovo and Rostushe,regional;coffee_shop;sandwich;ice_cream;international;turkish;steak_house,House of Miyaks Ethno Restaurant,Mo-Su 09:00-21:00,http://kukjanamijacite.mk,wlan,+389 70 378 333,contact@kukjanamijacite.mk,isolated,20.607177,41.6226607
4491144570,Cкoпje,regional;international;barbecue,Ресторан Буре Срна,Mo-Su 08:00-00:00,https://buresrna.mk/,wlan,+389 2 306 6676,,outside,21.3936186,42.0045887
4502450789,,,Restoran Elita,,,,,,,20.9272881,41.9444009
4502463695,,,Nes Komerc,,,,,,,20.9398801,41.976507
4502469595,,,Niki,,,,,,,20.929929,41.9485098
4530818689,,fish;barbecue;local;grill,Ресторан АтлантиС Смоларски Водопат,Mo-Su 10:00-22:00,http://www.atlantis.mk,wlan,+389 78 314 212,manager@atlantis.com.mk,,22.90042,41.3709709
4532522589,,,Drilon,24/7,,wlan,,,,20.5226109,41.5101027
4552084306,,regional,Кај Тоше на Ќоше,,,,,,,21.4648097,42.0030521
4587348695,,,Ресторан Цуцла,,,,,,,21.0514706,42.0755301
4594264491,,,Ресторан Трио,,,,,,,21.0512358,42.072656
4602841983,Kriva Palanka,regional,Restaurant Osogovec,,,,,,isolated,22.3355793,42.2027771
4614149399,,,Бурими Тре,,,,,,,20.8375411,41.765046
4614149418,,,Панорама,,,,,,,20.8363637,41.7653321
4642412989,,,Beach Bar Mystic,,,,,,,20.9142257,40.9391426
4650542892,,,Гостилница Софра,,,,,,,21.5078989,41.9932328
4650625589,,,Пицерија Кремисимо,,,,,,,21.5099084,41.9951884
4683222726,Delchevo,seafood,Рибник Воденица,08:00 - 00:00,,,,,outside,22.8186239,41.9752689
4718381271,Гевгелија,regional,Restoran Sarisa,,,,+389 78 717 607,,,22.4988477,41.1373679
4720703993,,,Dojrana Skopje,,,,,,,21.4600445,41.9978436
4740748226,,,Конак Јазбиње,,,,,,,21.6126147,41.9953625
4741046037,,,Vodenicata 3,,,,,,,22.3598489,42.19038
4746796221,,fish;burger;sandwich;breakfast;ice_cream;grill;cake;steak_house;pasta;balkan;diner;barbecue,Ресторан Грамоз,Mo-Su 08:00-11:00,,wlan,+389 70 241 533,ilirxhara@msn.com,,20.5266276,41.5215391
4753448922,,,Ultra,Mo-Sa 08:00-24:00,,,,,,20.9602367,41.9912803
4771141151,,,Riben Restoran Bigor,,,,,,,20.8459093,41.7704206
4804666922,,local,Vila Raskrsnica,,,,,,,21.1624357,40.9075981
4842050522,,,Royal Lounge Bar,,,,,,,22.336137,42.205828
4879772021,,,Гладиатор,,,,,,,20.7934666,41.1148473
4884870823,,,Кај Каневче,,,,,,,20.790543,41.1109837
4884908023,,,Свети Наум,,,,,,,20.7410279,40.9141308
4912937822,,,Ресторан Еснав,,,,,,,20.9756816,42.009057
4912996422,,,Ресторан Тетовска Куќа,,,,,,,20.9758291,42.0089945
4912996423,,,Пица-Ресторан Пунто Верде,,,,,,,20.9758432,42.0095705
4915240923,,,Гарден Ресторант,,,,,,,20.9805382,42.0069026
4945457423,,,Proper,,,,,,,21.0571809,40.9721129
4976334922,,,Т'га за југ,,,,,,,21.4640869,41.9913259
4986923021,,,Порта,,,,,,,20.7982792,41.112178
4990142138,,,Бизнис,,,,,,,21.4412533,42.0195979
4993144523,,,Далга,,,,,,,20.7969483,41.1118507
5019758021,,,Парк,,,,,,,21.4280925,42.0039853
5033108253,Cкoпje,burger;coffee_shop;sandwich;ice_cream,Кантина,Monday- Satudray 09:00-24:00,,,,,outside,21.4191901,42.0005946
5064700321,Визбегово,,Аликас,,,,,,,21.404415,42.0353232
5072397092,,,Пицерија Фамилија,,,,,,,21.4633394,41.9914306
5074216083,,,Er & Bi,,www.erbi.com.mk,,,contact@erbi.com.mk,,21.316191,41.9908973
5075880321,,,БИЧ ЕНД ЛОУНЏ ЏОВАНИ,Mo-Sa 08:00-01:00; Su 09:00-00:00,,wlan,+389 70 230 030,beachgiovani@gmail.com,,20.799108,41.0902867
5075885521,,,Salomon fud,,,,,,,22.6388602,41.4409617
5123724239,,,Грин Вилиџ,Mo-Su 11:00-23:00,,,,,,21.5712443,41.9150979
5131832941,Cкoпje,grill,7 Скара Ресторан,Mo-Th 08:00-24:00; Sa 08:00-01:00,http://7.mk/skara-restoran/,,+389 2 322 4000,info@7.mk,,21.4277405,41.9948346
5160613722,Cкoпje,,Мезе Бар,Fr-Su 08:00-01:00; Su 08:00-17:00; Mo-Th 08:00-00:00,https://www.facebook.com/mezebarskopjanka/,wlan,+389 2 612 1214,,,21.4492023,41.9899769
5184727125,,,Ubac,,,wlan,+389 72 555 005,,,21.3678533,42.0084679
5224224121,,,Gostilnica Gurman,Mo-Su 07:00-22:00,,wlan,+389 2 317 6200,ristovskidac@yahoo.com,,21.4223088,41.9916485
5246219203,,macedonian,Баба Цана,,,,,,,21.4193986,41.9868025
5268700370,Cкoпje,pizza,Pizza Jakomo,,http://www.pizzajakomo.com/,,+389 78 338 668,,,21.3931934,42.0044372
5289706561,,,Star Ocean,,,,,,,21.4276864,41.9913338
5292130848,,,Fitness house,,,,,,,21.4149006,42.0005187
5321194052,Делчево,,Две Липи,,https://www.facebook.com/meanadvelipi/,,,,,22.7742657,41.9654757
5334903322,,,Стар Лисец,,,wlan,+389 70 756 364,,,22.3309502,42.2075328
5334903323,,,Аквариум,24/7,,wlan,,,,22.335623,42.2026632
5448461621,,,Скандал,,,,,,,21.3412151,41.0236829
5448461921,,italian_pizza,Пица Александриа,Su-Th 09:00-00:00; Fr-Sa 09:00-01:00,http://www.pizzanemo.com,wlan,+389 46 253 355,contact@pizzanemo.com,,20.7981623,41.1122361
5467884712,,,Segreto Plus,,,,,,,21.4808444,41.9837709
5548809221,,local;barbecue,кај сердарот,,,,,,,21.4366123,41.9995926
5561692079,,,Тарапана,,,,,,,21.4565032,41.9729164
5572053321,,chicken;diner;beef_bowl;american;ice_cream;local;tea;pizza;burger;cake;pasta;french;italian_pizza;seafood;crepe;pancake;sandwich;coffee_shop;balkan;mediterranean;croatian;fish;kebab;breakfast;grill,Дебар Маало,Su-Th 08:00-00:30; Fr-Sa 08:00-01:00,,wlan,+389 76 219 654,,,21.4205747,42.0013292
5599976622,,,Mermaid Terrace,,,,,,,20.7824024,40.9617356
5602643621,,,Pizza Aleksandrija,,,,,,,20.7980562,41.1121475
5614557098,,,Осоговска Куќа,,,,,,,22.3572149,41.9945499
5624670966,,balkan,МЦМ Мезе Бар,24/7,,wlan,+389 70 250 420,mezebarmcm@gmail.com,,21.4235595,42.0023813
